"",order,costum,collect,prod,barcode,weight,pacs
80604,95157,15285303.0,2018-01-01,9018,NaN,15.70,1
80605,95157,15285303.0,2018-01-01,9018,NaN,13.80,1
80606,95157,15285303.0,2018-01-01,9018,NaN,15.20,1
80607,95157,15285303.0,2018-01-01,9046,NaN,43.20,6
80608,95157,15285303.0,2018-01-01,3711,1369364,20.00,2
80609,95157,15285303.0,2018-01-01,9026,1369388,10.00,1
80610,95157,15285303.0,2018-01-01,9026,1369388,8.15,1
80611,95158,151305.0,2018-01-01,HLO451C,8469517,990.61,45
80612,95158,151305.0,2018-01-01,HLO451C,8469517,1000.61,45
80613,95158,151305.0,2018-01-01,HLO451C,8469517,990.91,45
80614,95158,151305.0,2018-01-01,HLO451C,8469517,1004.87,45
80615,95158,151305.0,2018-01-01,HLO451C,8469517,1001.98,45
80616,95158,151305.0,2018-01-01,HLO451C,8469517,1004.17,45
80617,95158,151305.0,2018-01-01,HLO451C,8469517,1000.35,45
80618,95158,151305.0,2018-01-01,HLO451S,8469517,989.58,45
80619,95158,151305.0,2018-01-01,HLO451S,8469517,994.76,45
80620,95158,151305.0,2018-01-01,HLO451S,8469517,995.62,45
80621,95158,151305.0,2018-01-01,HLO451S,8469517,988.41,45
80622,95158,151305.0,2018-01-01,HLO451S,8469517,1006.09,45
80623,95158,151305.0,2018-01-01,HLO451S,8469517,1006.64,45
80624,95158,151305.0,2018-01-01,HLO451S,8469517,1009.26,45
80625,95158,151305.0,2018-01-01,HLO451S,8469517,1004.66,45
80626,95159,1517531.0,2018-01-01,1162SGVPPS4UP,3796991,21.56,1
80627,95159,1517531.0,2018-01-01,1162SGVPPS4UP,3796991,21.68,1
80628,95159,1517531.0,2018-01-01,1162SGVPPS4UP,3796991,20.62,1
80629,95159,1517531.0,2018-01-01,122082S,3796649,24.04,1
80630,95159,1517531.0,2018-01-01,122082S,3796649,21.36,1
80631,95159,1517531.0,2018-01-01,122082S,3796649,24.70,1
80632,95159,1517531.0,2018-01-01,122082S,3796649,21.24,1
80633,95159,1517531.0,2018-01-01,122082S,3796649,25.56,1
80634,95159,1517531.0,2018-01-01,122082S,3796649,22.51,1
80635,95159,1517531.0,2018-01-01,122082S,3796649,22.86,1
80636,95159,1517531.0,2018-01-01,122082S,3796649,24.54,1
80637,95159,1517531.0,2018-01-01,122082S,3796649,25.94,1
80638,95159,1517531.0,2018-01-01,122082S,3796649,22.19,1
80639,95159,1517531.0,2018-01-01,522082,3796809,19.85,1
80640,95159,1517531.0,2018-01-01,522082,3796809,30.04,1
80641,95160,157913.0,2018-01-01,12451S,8469531,25.39,1
80642,95160,157913.0,2018-01-01,12451S,8469531,27.75,1
80643,95160,157913.0,2018-01-01,12451S,8469531,27.74,1
80644,95160,157913.0,2018-01-01,12451S,8469531,28.91,1
80645,95160,157913.0,2018-01-01,12451S,8469531,27.62,1
80646,95160,157913.0,2018-01-01,12451S,8469531,27.36,1
80647,95160,157913.0,2018-01-01,12451S,8469531,25.46,1
80648,95160,157913.0,2018-01-01,12451S,8469531,25.61,1
80649,95160,157913.0,2018-01-01,12451S,8469531,28.00,1
80650,95160,157913.0,2018-01-01,12451S,8469531,28.82,1
80651,95160,157913.0,2018-01-01,12451S,8469531,25.39,1
80652,95160,157913.0,2018-01-01,12451S,8469531,27.06,1
80653,95160,157913.0,2018-01-01,12451S,8469531,26.90,1
80654,95160,157913.0,2018-01-01,12451S,8469531,26.40,1
80655,95160,157913.0,2018-01-01,12451S,8469531,28.26,1
80656,95160,157913.0,2018-01-01,12451S,8469531,26.17,1
80657,95160,157913.0,2018-01-01,12451S,8469531,26.92,1
80658,95160,157913.0,2018-01-01,12451S,8469531,27.22,1
80659,95160,157913.0,2018-01-01,12451S,8469531,26.03,1
80660,95160,157913.0,2018-01-01,12451S,8469531,26.30,1
80661,95160,157913.0,2018-01-01,9082,8614849,8.90,1
80662,95160,157913.0,2018-01-01,9082,8614849,10.90,1
80663,95161,152506.0,2018-01-01,10451S,8469609,24.60,1
80664,95161,152506.0,2018-01-01,10451S,8469609,25.33,1
80665,95161,152506.0,2018-01-01,10451S,8469609,25.85,1
80666,95161,152506.0,2018-01-01,10451S,8469609,23.87,1
80667,95161,152506.0,2018-01-01,10451S,8469609,24.34,1
80668,95161,152506.0,2018-01-01,10451S,8469609,24.51,1
80669,95161,152506.0,2018-01-01,10451S,8469609,27.98,1
80670,95161,152506.0,2018-01-01,10451S,8469609,27.12,1
80671,95161,152506.0,2018-01-01,10451S,8469609,23.97,1
80672,95161,152506.0,2018-01-01,10451S,8469609,26.88,1
80673,95161,152506.0,2018-01-01,1162SGVPPS4UP,3796991,20.46,1
80674,95161,152506.0,2018-01-01,1162SGVPPS4UP,3796991,22.38,1
80675,95161,152506.0,2018-01-01,1162SGVPPS4UP,3796991,20.52,1
80676,95161,152506.0,2018-01-01,18451C,8469500,25.97,1
80677,95161,152506.0,2018-01-01,18451C,8469500,26.93,1
80678,95162,157059.0,2018-01-01,331xxl,3796090,200.00,10
80679,95162,157059.0,2018-01-01,9030,8614634,13.60,1
80680,95162,157059.0,2018-01-01,9026,1369388,50.00,5
80681,95163,157993.0,2018-01-01,12451C,8469449,23.93,1
80682,95163,157993.0,2018-01-01,12451C,8469449,26.03,1
80683,95163,157993.0,2018-01-01,12451C,8469449,24.23,1
80684,95163,157993.0,2018-01-01,12451C,8469449,25.26,1
80685,95163,157993.0,2018-01-01,12451C,8469449,24.10,1
80686,95163,157993.0,2018-01-01,12451C,8469449,24.06,1
80687,95163,157993.0,2018-01-01,12451C,8469449,23.66,1
80688,95163,157993.0,2018-01-01,12451C,8469449,25.46,1
80689,95163,157993.0,2018-01-01,14162CF,8614245,23.10,1
80690,95163,157993.0,2018-01-01,14162CF,8614245,22.76,1
80691,95163,157993.0,2018-01-01,14162CF,8614245,22.92,1
80692,95163,157993.0,2018-01-01,14162CF,8614245,26.58,1
80693,95163,157993.0,2018-01-01,15162SF,3796915,23.54,1
80694,95163,157993.0,2018-01-01,15162SF,3796915,23.80,1
80695,95163,157993.0,2018-01-01,15162SF,3796915,23.90,1
80696,95163,157993.0,2018-01-01,15162SF,3796915,25.64,1
80697,95163,157993.0,2018-01-01,18162CB,1369869,21.82,1
80698,95163,157993.0,2018-01-01,18162CB,1369869,23.20,1
80699,95163,157993.0,2018-01-01,18162CB,1369869,23.34,1
80700,95163,157993.0,2018-01-01,18162CB,1369869,11.42,1
80701,95163,157993.0,2018-01-01,18162CB,1369869,17.66,1
80702,95163,157993.0,2018-01-01,93451CV4.2,622071,16.32,1
80703,95163,157993.0,2018-01-01,93451CV4.2,622071,15.91,1
80704,95163,157993.0,2018-01-01,93451CV4.2,622071,15.58,1
